# -------------------------------------------------
# 
# Thou invoked Nightfall, and it answered thy plea.
# 
#   Thy Name is Pierre Maxted, 
#     and thy time is Wed Sep 21 16:46:17 2016
# 
# -------------------------------------------------
# 
# System Parameters (elliptic orbit):
# 
#   <Eccentricity>     0.150  (dimensionless)
#   <Omega>          120.000  (degree)
#   <Inclination>     80.000  (degree)
#   <Mass Ratio>       2.000  (dimensionless)
#   <Lagrange One>     0.429  (dimensionless)
# 
# -------------------------------------------------
# 
# Model used:
# 
#   <Flux>                  Blackbody
#   <Fractional visibility> On
#   <Limb darkening>        square root
#   <Detailed reflection>   0
# 
# -------------------------------------------------
# 
# System Size (absolute units):
# 
#   <Period>        2.223e+07  (seconds)
#   <Total Mass>    3.978e+30  (kilogramm)
#   <Distance>      1.492e+11  (meter)
#   <Lagrange One>  5.444e+10  (meter)
# 
#   <Period>         257.248  (days)
#   <Total Mass>       2.000  (solar mass)
#   <Distance>       214.372  (solar radius)
#   <Lagrange One>    78.216  (solar radius)
# 
# -------------------------------------------------
# 
# Component Parameters:
#                    Primary  Secondary
#   <Max Velocity>    28.009     14.004   (km/sec)
# 
#   <Mass>             0.333      0.667   (dimensionless)
#   <Gravity>         28.808   17457.877   (dimensionless)
#   <Polar Radius>     0.166      0.007   (dimensionless)
#   <Point Radius>  0.171532   0.006876   (dimensionless)
#   <Mean Radius>   0.166822   0.007043   (dimensionless)
#   <Volume>        0.019922   0.000001   (dimensionless)
# 
#   <Mass>          1.33e+30   2.65e+30   (kilogramm)
#   <Gravity>          0.114     69.386   (m kg/s^2)
#   <Polar Radius>  2.48e+10   1.03e+09   (meter)
#   <Point Radius>  2.56e+10   1.03e+09   (meter)
#   <Mean Radius>   2.49e+10   1.05e+09   (meter)
#   <Volume>        6.62e+31   4.86e+27   (cubic meter)
# 
#   <Mass>             0.667      1.333   (solar mass)
#   <Polar Radius>    35.602      1.474   (solar radius)
#   <Point Radius>    36.772      1.474   (solar radius)
#   <Mean Radius>     35.762      1.510   (solar radius)
#   <Volume>        196266.087     14.414   (solar volumes)
# 
#   <Mean Temp.>     20000.0     3143.2   (Kelvin)
# 
# -------------------------------------------------
# 
#                    Primary  Secondary
#   <Fill Factor>      0.650      0.020   (dimensionless)
#   <Temperature>    20000.0     2000.0   (Kelvin)
#   <Asynchronicity>   1.000      1.000   (dimensionless)
#   <Albedo>           1.000      0.500   (dimensionless)
#   <Grav. Dark.>      0.250      0.055   (dimensionless)
# 
# -------------------------------------------------
# 
#   <Surface Potential Primary>        7.4376   (dimensionless)
#   <Lagrange 1 Potential>             5.2517   (dimensionless)
#   <Lagrange 2 Potential>             4.6545   (dimensionless)
#   <Surface Potential Secondary>    132.6283   (dimensionless)
#   <... in Primary frame>           264.7566   (dimensionless)
#   <Secondary eclipse begin>      --no eclipse--
#   <Secondary totality begin>     --no totality--
#   <Primary eclipse begin>        383541.8886   (minutes +/- 185.22)
#   <Primary eclipse end>          392802.8315   (minutes +/- 185.22)
#   <Primary totality begin>       --no totality--
# 
# -------------------------------------------------
# 
# <Luminosities>:
#   Band   0:     1.11261e+16      2.9362e+09
#   Band   1:     6.53464e+15     5.47377e+09
#   Band   2:     3.26964e+15     7.81269e+09
#   Band   3:     2.21767e+15      9.4264e+09
#   Band   4:       9.921e+14     9.76215e+09
#   Band   5:     1.96132e+14     6.61895e+09
#   Band   6:     7.47083e+13     3.91668e+09
#   Band   7:     2.33177e+13     1.87599e+09
#   Band   8:     1.15003e+16     2.06441e+09
#   Band   9:     7.34898e+15     4.10376e+09
#   Band  10:     5.07946e+15     5.08681e+09
#   Band  11:     3.15066e+15     7.37099e+09
# 
# -------------------------------------------------
# 
# Spots  (if any)
# 
# 
# -------------------------------------------------
# 
# Fit Results  (if any)
# 
# 
# -------------------------------------------------
# 
# <Normalization> at <Phase> was:
#   Band   0:     1.11287e+16        0.737375
#   Band   1:       6.536e+15        0.737375
#   Band   2:     3.27024e+15        0.737375
#   Band   3:     2.21806e+15        0.737375
#   Band   4:     9.92262e+14        0.737375
#   Band   5:     1.96164e+14        0.737375
#   Band   6:     7.47215e+13        0.737375
#   Band   7:     2.33223e+13        0.737375
#   Band   8:      1.1503e+16        0.737375
#   Band   9:     7.35055e+15        0.737375
#   Band  10:     5.08047e+15        0.737375
#   Band  11:     3.15123e+15        0.737375
# 
# -------------------------------------------------
# 
# SEQ  PHASE  U       B       V       R       I       J       H       K       u       v       b       y     RV(Primary) RV(Secondary) 
# 
     0 -0.2626 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000      -30.12       15.23
   823  0.5604  0.045152  0.043218  0.040156  0.038440  0.036290  0.033791  0.032728  0.031968  0.045511  0.044081  0.042342  0.040184      -4.951        2.48
   824  0.5614  0.045130  0.043198  0.040140  0.038427  0.036280  0.033786  0.032724  0.031963  0.045489  0.044059  0.042322  0.040168      -5.184       2.597
   825  0.5624  0.045097  0.043166  0.040113  0.038404  0.036260  0.033770  0.032711  0.031954  0.045455  0.044026  0.042292  0.040141      -5.417       2.713
   826  0.5634  0.045047  0.043118  0.040070  0.038363  0.036223  0.033737  0.032678  0.031920  0.045404  0.043977  0.042245  0.040098       -5.65        2.83
   827  0.5644  0.044979  0.043053  0.040009  0.038304  0.036167  0.033684  0.032628  0.031872  0.045335  0.043910  0.042181  0.040037      -5.883       2.947
   828  0.5654  0.044901  0.042979  0.039940  0.038238  0.036104  0.033624  0.032568  0.031811  0.045256  0.043835  0.042109  0.039968      -6.116       3.064
   829  0.5664  0.044815  0.042897  0.039863  0.038164  0.036033  0.033558  0.032505  0.031751  0.045170  0.043752  0.042029  0.039891      -6.349       3.181
   830  0.5674  0.044726  0.042812  0.039784  0.038089  0.035962  0.033491  0.032439  0.031685  0.045079  0.043664  0.041945  0.039812      -6.581       3.298
   831  0.5684  0.044636  0.042726  0.039706  0.038015  0.035895  0.033430  0.032382  0.031631  0.044988  0.043576  0.041861  0.039734      -6.814       3.416
   832  0.5694  0.044545  0.042639  0.039628  0.037943  0.035829  0.033372  0.032326  0.031576  0.044896  0.043487  0.041776  0.039656      -7.046       3.533
   833  0.5704  0.044457  0.042555  0.039555  0.037877  0.035771  0.033324  0.032284  0.031538  0.044807  0.043399  0.041695  0.039582      -7.278       3.651
   834  0.5714  0.044349  0.042453  0.039463  0.037791  0.035692  0.033253  0.032216  0.031472  0.044698  0.043294  0.041595  0.039490       -7.51       3.769
   835  0.5724  0.044219  0.042328  0.039348  0.037681  0.035589  0.033158  0.032125  0.031384  0.044566  0.043167  0.041473  0.039375      -7.742       3.887
   836  0.5734  0.044075  0.042192  0.039221  0.037559  0.035474  0.033050  0.032018  0.031278  0.044421  0.043027  0.041339  0.039247      -7.973       4.006
   837  0.5744  0.043926  0.042049  0.039088  0.037432  0.035354  0.032939  0.031912  0.031175  0.044270  0.042881  0.041199  0.039115      -8.205       4.126
   838  0.5754  0.043775  0.041904  0.038955  0.037306  0.035236  0.032829  0.031805  0.031070  0.044117  0.042734  0.041058  0.038982      -8.435       4.246
   839  0.5764  0.043623  0.041760  0.038824  0.037182  0.035122  0.032726  0.031708  0.030977  0.043964  0.042585  0.040917  0.038850      -8.666       4.366
   840  0.5774  0.043477  0.041620  0.038699  0.037066  0.035017  0.032633  0.031620  0.030892  0.043816  0.042441  0.040781  0.038725      -8.897       4.487
   841  0.5784  0.043321  0.041472  0.038566  0.036943  0.034905  0.032535  0.031528  0.030806  0.043659  0.042288  0.040636  0.038591      -9.127       4.607
   842  0.5794  0.043135  0.041294  0.038402  0.036786  0.034757  0.032398  0.031395  0.030674  0.043470  0.042106  0.040462  0.038427      -9.356        4.73
   843  0.5804  0.042936  0.041104  0.038226  0.036618  0.034598  0.032250  0.031252  0.030536  0.043270  0.041912  0.040276  0.038250      -9.585        4.85
   844  0.5814  0.042734  0.040911  0.038047  0.036448  0.034439  0.032102  0.031108  0.030394  0.043066  0.041715  0.040087  0.038072      -9.814       4.975
   845  0.5824  0.042529  0.040715  0.037867  0.036277  0.034278  0.031954  0.030967  0.030258  0.042858  0.041514  0.039895  0.037891      -10.04       5.095
   846  0.5834  0.042328  0.040523  0.037692  0.036112  0.034127  0.031817  0.030835  0.030129  0.042654  0.041317  0.039707  0.037716      -10.27       5.221
   847  0.5844  0.042130  0.040334  0.037523  0.035955  0.033983  0.031690  0.030717  0.030018  0.042455  0.041122  0.039523  0.037546       -10.5        5.34
   848  0.5854  0.041910  0.040124  0.037331  0.035774  0.033816  0.031537  0.030570  0.029873  0.042233  0.040908  0.039319  0.037355      -10.73       5.466
   849  0.5864  0.041668  0.039893  0.037117  0.035570  0.033623  0.031358  0.030398  0.029707  0.041988  0.040671  0.039092  0.037140      -10.95       5.584
   850  0.5874  0.041418  0.039654  0.036896  0.035358  0.033424  0.031173  0.030217  0.029529  0.041735  0.040427  0.038858  0.036918      -11.18       5.711
   851  0.5884  0.041165  0.039412  0.036672  0.035146  0.033224  0.030989  0.030040  0.029358  0.041479  0.040179  0.038621  0.036695       -11.4       5.828
   852  0.5894  0.040915  0.039173  0.036454  0.034939  0.033032  0.030813  0.029871  0.029192  0.041227  0.039935  0.038387  0.036476      -11.63       5.956
   853  0.5904  0.040671  0.038940  0.036243  0.034742  0.032851  0.030651  0.029718  0.029047  0.040981  0.039695  0.038160  0.036265      -11.85        6.07
   854  0.5914  0.040415  0.038696  0.036021  0.034533  0.032658  0.030476  0.029551  0.028883  0.040723  0.039445  0.037922  0.036042      -12.08       6.198
   855  0.5924  0.040135  0.038428  0.035774  0.034297  0.032437  0.030272  0.029355  0.028694  0.040439  0.039170  0.037659  0.035794       -12.3        6.31
   856  0.5934  0.039842  0.038148  0.035514  0.034050  0.032204  0.030055  0.029143  0.028485  0.040143  0.038885  0.037385  0.035535      -12.52       6.437
   857  0.5944  0.039550  0.037869  0.035257  0.033805  0.031974  0.029843  0.028940  0.028290  0.039848  0.038599  0.037111  0.035277      -12.74       6.547
   858  0.5954  0.039255  0.037587  0.034998  0.033559  0.031744  0.029631  0.028735  0.028089  0.039550  0.038310  0.036836  0.035017      -12.96       6.674
   859  0.5964  0.038968  0.037313  0.034748  0.033324  0.031527  0.029436  0.028550  0.027912  0.039260  0.038029  0.036568  0.034767      -13.18       6.782
   860  0.5974  0.038678  0.037036  0.034497  0.033089  0.031310  0.029240  0.028363  0.027729  0.038968  0.037745  0.036298  0.034516       -13.4       6.909
   861  0.5984  0.038356  0.036728  0.034212  0.032817  0.031055  0.029003  0.028135  0.027509  0.038642  0.037430  0.035996  0.034231      -13.62       7.014
   862  0.5994  0.038027  0.036413  0.033921  0.032538  0.030792  0.028759  0.027898  0.027275  0.038310  0.037108  0.035688  0.033939      -13.84        7.14
   863  0.6004  0.037694  0.036095  0.033627  0.032258  0.030529  0.028516  0.027664  0.027049  0.037974  0.036783  0.035376  0.033644      -14.06       7.243
   864  0.6014  0.037368  0.035783  0.033340  0.031987  0.030276  0.028283  0.027439  0.026829  0.037644  0.036464  0.035071  0.033357      -14.27       7.368
   865  0.6024  0.037042  0.035472  0.033056  0.031718  0.030027  0.028057  0.027224  0.026623  0.037315  0.036145  0.034767  0.033073      -14.49       7.469
   866  0.6034  0.036716  0.035160  0.032772  0.031451  0.029780  0.027833  0.027009  0.026413  0.036986  0.035824  0.034462  0.032788       -14.7       7.593
   867  0.6044  0.036362  0.034821  0.032459  0.031152  0.029499  0.027573  0.026760  0.026171  0.036628  0.035478  0.034130  0.032474      -14.92       7.692
   868  0.6054  0.035999  0.034474  0.032138  0.030846  0.029210  0.027305  0.026499  0.025914  0.036262  0.035124  0.033791  0.032153      -15.13       7.815
   869  0.6064  0.035635  0.034126  0.031816  0.030539  0.028922  0.027038  0.026242  0.025666  0.035894  0.034768  0.033450  0.031831      -15.34       7.912
   870  0.6074  0.035275  0.033782  0.031499  0.030238  0.028641  0.026779  0.025992  0.025421  0.035530  0.034416  0.033112  0.031513      -15.55       8.034
   871  0.6084  0.034918  0.033441  0.031187  0.029943  0.028367  0.026530  0.025754  0.025192  0.035170  0.034066  0.032779  0.031201      -15.76       8.129
   872  0.6094  0.034559  0.033097  0.030873  0.029647  0.028091  0.026278  0.025513  0.024957  0.034808  0.033714  0.032443  0.030886      -15.97        8.25
   873  0.6104  0.034176  0.032731  0.030534  0.029324  0.027788  0.025998  0.025243  0.024695  0.034421  0.033340  0.032085  0.030547      -16.18       8.343
   874  0.6114  0.033790  0.032362  0.030193  0.028998  0.027481  0.025713  0.024967  0.024424  0.034031  0.032963  0.031723  0.030205      -16.39       8.463
   875  0.6124  0.033396  0.031985  0.029843  0.028664  0.027167  0.025422  0.024686  0.024152  0.033633  0.032578  0.031354  0.029855      -16.59       8.554
   876  0.6134  0.033010  0.031615  0.029503  0.028341  0.026865  0.025143  0.024416  0.023888  0.033244  0.032200  0.030992  0.029515       -16.8       8.673
   877  0.6144  0.032629  0.031251  0.029170  0.028026  0.026572  0.024876  0.024162  0.023643  0.032860  0.031827  0.030636  0.029181         -17       8.762
   878  0.6154  0.032246  0.030884  0.028834  0.027708  0.026276  0.024606  0.023902  0.023389  0.032473  0.031451  0.030277  0.028844      -17.21        8.88
   879  0.6164  0.031837  0.030493  0.028471  0.027362  0.025950  0.024303  0.023610  0.023107  0.032060  0.031052  0.029894  0.028481      -17.41       8.968
   880  0.6174  0.031423  0.030097  0.028104  0.027010  0.025618  0.023994  0.023309  0.022810  0.031642  0.030648  0.029506  0.028113      -17.61       9.084
   881  0.6184  0.031016  0.029708  0.027744  0.026668  0.025297  0.023697  0.023025  0.022535  0.031231  0.030250  0.029125  0.027753      -17.81        9.17
   882  0.6194  0.030613  0.029322  0.027389  0.026331  0.024982  0.023407  0.022745  0.022260  0.030825  0.029855  0.028748  0.027398      -18.01       9.285
   883  0.6204  0.030209  0.028935  0.027034  0.025993  0.024667  0.023119  0.022469  0.021995  0.030417  0.029459  0.028369  0.027042       -18.2        9.37
   884  0.6214  0.029800  0.028545  0.026674  0.025652  0.024347  0.022824  0.022184  0.021716  0.030005  0.029059  0.027987  0.026682       -18.4       9.484
   885  0.6224  0.029378  0.028140  0.026299  0.025294  0.024010  0.022512  0.021883  0.021424  0.029578  0.028646  0.027590  0.026306      -18.59       9.567
   886  0.6234  0.028949  0.027730  0.025918  0.024929  0.023666  0.022191  0.021571  0.021117  0.029146  0.028228  0.027188  0.025925      -18.79       9.679
   887  0.6244  0.028520  0.027319  0.025537  0.024565  0.023322  0.021872  0.021264  0.020819  0.028712  0.027808  0.026786  0.025543      -18.98       9.761
   888  0.6254  0.028100  0.026917  0.025166  0.024212  0.022991  0.021566  0.020967  0.020528  0.028288  0.027397  0.026392  0.025172      -19.17       9.872
   889  0.6264  0.027691  0.026525  0.024807  0.023872  0.022676  0.021278  0.020693  0.020265  0.027876  0.026996  0.026009  0.024812      -19.36       9.952
   890  0.6274  0.027266  0.026119  0.024431  0.023515  0.022340  0.020967  0.020392  0.019970  0.027448  0.026581  0.025611  0.024436      -19.55       10.06
   891  0.6284  0.026830  0.025702  0.024044  0.023144  0.021990  0.020642  0.020079  0.019666  0.027008  0.026155  0.025202  0.024049      -19.73       10.14
   892  0.6294  0.026400  0.025290  0.023663  0.022780  0.021647  0.020324  0.019770  0.019362  0.026574  0.025734  0.024799  0.023667      -19.92       10.25
   893  0.6304  0.025963  0.024872  0.023275  0.022409  0.021298  0.019999  0.019457  0.019058  0.026133  0.025308  0.024390  0.023279       -20.1       10.32
   894  0.6314  0.025537  0.024463  0.022898  0.022050  0.020961  0.019687  0.019155  0.018762  0.025703  0.024891  0.023990  0.022901      -20.29       10.43
   895  0.6324  0.025111  0.024056  0.022522  0.021692  0.020626  0.019379  0.018859  0.018477  0.025274  0.024474  0.023591  0.022525      -20.47       10.51
   896  0.6334  0.024683  0.023646  0.022143  0.021332  0.020287  0.019066  0.018556  0.018179  0.024843  0.024055  0.023190  0.022146      -20.65       10.61
   897  0.6344  0.024244  0.023225  0.021752  0.020957  0.019934  0.018737  0.018238  0.017871  0.024399  0.023626  0.022777  0.021754      -20.83       10.69
   898  0.6354  0.023805  0.022805  0.021361  0.020583  0.019580  0.018407  0.017918  0.017556  0.023957  0.023197  0.022365  0.021363         -21       10.79
   899  0.6364  0.023372  0.022390  0.020977  0.020216  0.019235  0.018088  0.017610  0.017258  0.023520  0.022774  0.021959  0.020978      -21.18       10.86
   900  0.6374  0.022941  0.021978  0.020595  0.019852  0.018892  0.017769  0.017301  0.016954  0.023086  0.022353  0.021555  0.020596      -21.35       10.96
   901  0.6384  0.022511  0.021565  0.020213  0.019487  0.018549  0.017452  0.016996  0.016660  0.022652  0.021932  0.021151  0.020214      -21.53       11.03
   902  0.6394  0.022080  0.021153  0.019830  0.019122  0.018205  0.017132  0.016685  0.016354  0.022217  0.021510  0.020747  0.019831       -21.7       11.14
   903  0.6404  0.021645  0.020737  0.019444  0.018752  0.017856  0.016807  0.016373  0.016051  0.021779  0.021086  0.020339  0.019444      -21.87        11.2
   904  0.6414  0.021207  0.020317  0.019053  0.018377  0.017500  0.016474  0.016048  0.015731  0.021337  0.020658  0.019927  0.019053      -22.03        11.3
   905  0.6424  0.020776  0.019904  0.018670  0.018010  0.017155  0.016154  0.015739  0.015431  0.020903  0.020237  0.019523  0.018669       -22.2       11.37
   906  0.6434  0.020359  0.019504  0.018300  0.017658  0.016825  0.015848  0.015443  0.015141  0.020482  0.019828  0.019131  0.018299      -22.37       11.47
   907  0.6444  0.019940  0.019103  0.017929  0.017305  0.016493  0.015543  0.015150  0.014858  0.020060  0.019419  0.018739  0.017928      -22.53       11.53
   908  0.6454  0.019519  0.018700  0.017555  0.016947  0.016156  0.015229  0.014846  0.014559  0.019635  0.019007  0.018343  0.017553      -22.69       11.63
   909  0.6464  0.019086  0.018285  0.017168  0.016576  0.015804  0.014901  0.014528  0.014250  0.019200  0.018585  0.017937  0.017166      -22.85       11.69
   910  0.6474  0.018661  0.017878  0.016789  0.016212  0.015460  0.014578  0.014213  0.013940  0.018771  0.018170  0.017538  0.016787      -23.01       11.79
   911  0.6484  0.018240  0.017474  0.016413  0.015852  0.015120  0.014262  0.013908  0.013645  0.018346  0.017758  0.017142  0.016411      -23.17       11.85
   912  0.6494  0.017829  0.017081  0.016049  0.015504  0.014792  0.013957  0.013612  0.013353  0.017932  0.017356  0.016756  0.016046      -23.32       11.94
   913  0.6504  0.017423  0.016692  0.015689  0.015161  0.014469  0.013660  0.013327  0.013079  0.017523  0.016959  0.016376  0.015685      -23.48          12
   914  0.6514  0.017010  0.016296  0.015321  0.014808  0.014136  0.013347  0.013023  0.012779  0.017107  0.016555  0.015988  0.015317      -23.63        12.1
   915  0.6524  0.016588  0.015892  0.014942  0.014443  0.013789  0.013023  0.012708  0.012473  0.016682  0.016144  0.015591  0.014938      -23.78       12.15
   916  0.6534  0.016179  0.015500  0.014576  0.014092  0.013457  0.012710  0.012404  0.012172  0.016269  0.015744  0.015206  0.014572      -23.93       12.24
   917  0.6544  0.015775  0.015113  0.014216  0.013747  0.013131  0.012407  0.012112  0.011889  0.015863  0.015350  0.014827  0.014212      -24.08        12.3
   918  0.6554  0.015382  0.014736  0.013867  0.013413  0.012816  0.012114  0.011827  0.011609  0.015467  0.014965  0.014458  0.013862      -24.22       12.39
   919  0.6564  0.014990  0.014360  0.013517  0.013080  0.012501  0.011824  0.011547  0.011339  0.015071  0.014582  0.014090  0.013513      -24.37       12.44
   920  0.6574  0.014592  0.013979  0.013162  0.012739  0.012178  0.011520  0.011251  0.011047  0.014672  0.014194  0.013717  0.013158      -24.51       12.53
   921  0.6584  0.014193  0.013596  0.012804  0.012393  0.011850  0.011213  0.010953  0.010758  0.014269  0.013804  0.013341  0.012799      -24.65       12.58
   922  0.6594  0.013799  0.013219  0.012451  0.012054  0.011527  0.010908  0.010656  0.010463  0.013872  0.013421  0.012971  0.012446      -24.79       12.67
   923  0.6604  0.013424  0.012860  0.012117  0.011734  0.011226  0.010630  0.010388  0.010205  0.013495  0.013054  0.012619  0.012112      -24.93       12.72
   924  0.6614  0.013052  0.012503  0.011786  0.011418  0.010928  0.010352  0.010120  0.009943  0.013120  0.012690  0.012269  0.011780      -25.06       12.79
   925  0.6624  0.012673  0.012140  0.011446  0.011091  0.010618  0.010062  0.009838  0.009667  0.012738  0.012320  0.011913  0.011441       -25.2       12.85
   926  0.6634  0.012307  0.011789  0.011120  0.010779  0.010322  0.009787  0.009571  0.009407  0.012370  0.011962  0.011569  0.011114      -25.33       12.92
   927  0.6644  0.011931  0.011429  0.010782  0.010453  0.010012  0.009494  0.009286  0.009127  0.011991  0.011596  0.011216  0.010776      -25.46       12.98
   928  0.6654  0.011561  0.011074  0.010450  0.010132  0.009706  0.009207  0.009005  0.008852  0.011618  0.011235  0.010868  0.010443      -25.59       13.04
   929  0.6664  0.011205  0.010732  0.010130  0.009826  0.009416  0.008935  0.008742  0.008594  0.011259  0.010887  0.010532  0.010124      -25.72       13.11
   930  0.6674  0.010852  0.010394  0.009815  0.009522  0.009128  0.008666  0.008481  0.008339  0.010904  0.010543  0.010201  0.009808      -25.84       13.17
   931  0.6684  0.010505  0.010061  0.009504  0.009225  0.008847  0.008403  0.008226  0.008089  0.010555  0.010204  0.009875  0.009498      -25.96       13.23
   932  0.6694  0.010161  0.009731  0.009196  0.008928  0.008566  0.008140  0.007970  0.007839  0.010209  0.009868  0.009551  0.009190      -26.09       13.29
   933  0.6704  0.009821  0.009406  0.008892  0.008635  0.008287  0.007878  0.007716  0.007591  0.009867  0.009537  0.009232  0.008885      -26.21       13.35
   934  0.6714  0.009481  0.009080  0.008585  0.008340  0.008005  0.007612  0.007457  0.007336  0.009524  0.009205  0.008912  0.008579      -26.32       13.41
   935  0.6724  0.009149  0.008761  0.008287  0.008052  0.007732  0.007355  0.007206  0.007091  0.009190  0.008881  0.008600  0.008281      -26.44       13.46
   936  0.6734  0.008830  0.008456  0.008002  0.007779  0.007473  0.007114  0.006972  0.006862  0.008869  0.008570  0.008300  0.007995      -26.55       13.52
   937  0.6744  0.008510  0.008149  0.007715  0.007503  0.007211  0.006867  0.006732  0.006627  0.008547  0.008258  0.007999  0.007708      -26.67       13.57
   938  0.6754  0.008197  0.007849  0.007434  0.007232  0.006953  0.006625  0.006497  0.006397  0.008232  0.007952  0.007705  0.007427      -26.78       13.63
   939  0.6764  0.007886  0.007551  0.007155  0.006962  0.006697  0.006384  0.006262  0.006166  0.007919  0.007650  0.007413  0.007148      -26.89       13.68
   940  0.6774  0.007578  0.007255  0.006876  0.006693  0.006439  0.006141  0.006024  0.005933  0.007608  0.007349  0.007122  0.006869      -26.99       13.73
   941  0.6784  0.007278  0.006968  0.006607  0.006433  0.006192  0.005907  0.005797  0.005710  0.007307  0.007057  0.006840  0.006600       -27.1       13.78
   942  0.6794  0.006993  0.006695  0.006352  0.006189  0.005961  0.005691  0.005588  0.005505  0.007021  0.006779  0.006573  0.006345       -27.2       13.84
   943  0.6804  0.006712  0.006426  0.006101  0.005947  0.005731  0.005477  0.005379  0.005302  0.006738  0.006505  0.006309  0.006094       -27.3       13.88
   944  0.6814  0.006435  0.006160  0.005852  0.005708  0.005504  0.005263  0.005172  0.005099  0.006459  0.006234  0.006048  0.005845       -27.4       13.93
   945  0.6824  0.006162  0.005898  0.005606  0.005471  0.005278  0.005052  0.004965  0.004897  0.006184  0.005968  0.005791  0.005599       -27.5       13.98
   946  0.6834  0.005892  0.005639  0.005363  0.005236  0.005054  0.004840  0.004760  0.004695  0.005913  0.005705  0.005537  0.005356       -27.6       14.03
   947  0.6844  0.005624  0.005382  0.005121  0.005002  0.004830  0.004628  0.004552  0.004490  0.005643  0.005444  0.005285  0.005114      -27.69       14.07
   948  0.6854  0.005356  0.005126  0.004879  0.004766  0.004604  0.004413  0.004341  0.004283  0.005374  0.005184  0.005033  0.004872      -27.78       14.12
   949  0.6864  0.005101  0.004881  0.004648  0.004543  0.004391  0.004211  0.004144  0.004089  0.005117  0.004935  0.004793  0.004641      -27.87       14.16
   950  0.6874  0.004853  0.004643  0.004424  0.004327  0.004184  0.004015  0.003953  0.003902  0.004868  0.004694  0.004560  0.004417      -27.96       14.21
   951  0.6884  0.004618  0.004418  0.004213  0.004123  0.003991  0.003834  0.003777  0.003729  0.004631  0.004465  0.004339  0.004206      -28.05       14.25
   952  0.6894  0.004379  0.004189  0.003997  0.003914  0.003790  0.003644  0.003591  0.003546  0.004392  0.004233  0.004114  0.003991      -28.14       14.29
   953  0.6904  0.004142  0.003961  0.003781  0.003703  0.003587  0.003450  0.003400  0.003358  0.004152  0.004002  0.003890  0.003774      -28.22       14.33
   954  0.6914  0.003917  0.003746  0.003578  0.003506  0.003398  0.003270  0.003224  0.003185  0.003926  0.003783  0.003679  0.003571       -28.3       14.37
   955  0.6924  0.003709  0.003547  0.003392  0.003327  0.003228  0.003111  0.003070  0.003035  0.003718  0.003581  0.003484  0.003385      -28.38       14.41
   956  0.6934  0.003507  0.003353  0.003210  0.003153  0.003062  0.002956  0.002919  0.002887  0.003514  0.003383  0.003293  0.003204      -28.46       14.45
   957  0.6944  0.003302  0.003156  0.003025  0.002973  0.002890  0.002793  0.002759  0.002730  0.003308  0.003184  0.003101  0.003018      -28.53       14.48
   958  0.6954  0.003100  0.002963  0.002841  0.002794  0.002719  0.002629  0.002599  0.002572  0.003105  0.002988  0.002910  0.002835      -28.61       14.52
   959  0.6964  0.002908  0.002779  0.002668  0.002626  0.002557  0.002476  0.002449  0.002425  0.002912  0.002801  0.002730  0.002662      -28.68       14.55
   960  0.6974  0.002723  0.002602  0.002501  0.002464  0.002402  0.002328  0.002305  0.002283  0.002726  0.002621  0.002556  0.002494      -28.75       14.59
   961  0.6984  0.002546  0.002432  0.002341  0.002309  0.002254  0.002188  0.002168  0.002149  0.002549  0.002449  0.002390  0.002335      -28.82       14.62
   962  0.6994  0.002374  0.002267  0.002186  0.002159  0.002110  0.002052  0.002035  0.002018  0.002376  0.002282  0.002228  0.002179      -28.89       14.65
   963  0.7004  0.002214  0.002114  0.002042  0.002020  0.001978  0.001928  0.001915  0.001900  0.002215  0.002126  0.002078  0.002036      -28.95       14.68
   964  0.7014  0.002051  0.001958  0.001894  0.001877  0.001841  0.001798  0.001786  0.001774  0.002052  0.001968  0.001925  0.001889      -29.02       14.72
   965  0.7024  0.001890  0.001804  0.001747  0.001734  0.001702  0.001665  0.001656  0.001645  0.001890  0.001812  0.001773  0.001742      -29.08       14.74
   966  0.7034  0.001734  0.001655  0.001605  0.001594  0.001567  0.001534  0.001527  0.001518  0.001733  0.001661  0.001626  0.001599      -29.14       14.77
   967  0.7044  0.001588  0.001515  0.001472  0.001464  0.001441  0.001414  0.001409  0.001401  0.001587  0.001520  0.001489  0.001466      -29.19        14.8
   968  0.7054  0.001451  0.001383  0.001347  0.001342  0.001324  0.001302  0.001299  0.001293  0.001448  0.001386  0.001359  0.001341      -29.25       14.83
   969  0.7064  0.001325  0.001263  0.001234  0.001233  0.001220  0.001204  0.001203  0.001199  0.001323  0.001264  0.001242  0.001228       -29.3       14.85
   970  0.7074  0.001201  0.001144  0.001122  0.001124  0.001115  0.001104  0.001106  0.001103  0.001199  0.001144  0.001125  0.001116      -29.36       14.88
   971  0.7084  0.001075  0.001023  0.001005  0.001009  0.001003  0.000996  0.000998  0.000997  0.001071  0.001022  0.001006  0.001000      -29.41        14.9
   972  0.7094  0.000953  0.000906  0.000893  0.000899  0.000895  0.000891  0.000894  0.000894  0.000949  0.000904  0.000891  0.000888      -29.46       14.93
   973  0.7104  0.000848  0.000806  0.000797  0.000805  0.000806  0.000805  0.000810  0.000811  0.000844  0.000802  0.000792  0.000793       -29.5       14.95
